entrez_id,name,locus_group,locus_type,location,gene_family,gene_family_id,id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
2651.0,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)",protein-coding gene,gene with protein product,6p24.2,Glucosaminyl (N-acetyl) transferases/xylosyltransferases|Blood group antigens,441|454,4204,6,p,24,2,,,
2653.0,glycine cleavage system protein H,protein-coding gene,gene with protein product,16q23.2,,,4208,16,q,23,2,,,
2657.0,growth differentiation factor 1,protein-coding gene,gene with protein product,19p13.11,Endogenous ligands,542,4214,19,p,13,11,,,
2658.0,growth differentiation factor 2,protein-coding gene,gene with protein product,10q11.22,Endogenous ligands,542,4217,10,q,11,22,,,
9573.0,growth differentiation factor 3,protein-coding gene,gene with protein product,12p13.1,Endogenous ligands,542,4218,12,p,13,1,,,
392255.0,growth differentiation factor 6,protein-coding gene,gene with protein product,8q22.1,,,4221,8,q,22,1,,,
151449.0,growth differentiation factor 7,protein-coding gene,gene with protein product,2p24.1,,,4222,2,p,24,1,,,
2661.0,growth differentiation factor 9,protein-coding gene,gene with protein product,5q31.1,Endogenous ligands,542,4224,5,q,31,1,,,
2662.0,growth differentiation factor 10,protein-coding gene,gene with protein product,10q11.22,Endogenous ligands,542,4215,10,q,11,22,,,
10220.0,growth differentiation factor 11,protein-coding gene,gene with protein product,12q13.13,,,4216,12,q,13,13,,,
2668.0,glial cell derived neurotrophic factor,protein-coding gene,gene with protein product,5p13.1-p12,Endogenous ligands,542,4232,5,p,13,1,p,,
2669.0,GTP binding protein overexpressed in skeletal muscle,protein-coding gene,gene with protein product,8q13-q21,RAS type GTPase family,389,4234,8,q,13,,q,,
2672.0,growth factor independent 1 transcription repressor,protein-coding gene,gene with protein product,1p22,Zinc fingers C2H2-type,28,4237,1,p,22,,,,
2673.0,glutamine--fructose-6-phosphate transaminase 1,protein-coding gene,gene with protein product,2p13,,,4241,2,p,13,,,,
2677.0,gamma-glutamyl carboxylase,protein-coding gene,gene with protein product,2p12,,,4247,2,p,12,,,,
9453.0,geranylgeranyl diphosphate synthase 1,protein-coding gene,gene with protein product,1q43,,,4249,1,q,43,,,,
121328.0,"glycoprotein, alpha-galactosyltransferase 2, pseudogene",pseudogene,pseudogene,12q14.3,,,4254,12,q,14,3,,,
2688.0,growth hormone 1,protein-coding gene,gene with protein product,17q23.3,Endogenous ligands|Growth hormone family,542|1175,4261,17,q,23,3,,,
64599.0,GRB10 interacting GYF protein 1,protein-coding gene,gene with protein product,7q22,,,9126,7,q,22,,,,
170575.0,"GTPase, IMAP family member 1",protein-coding gene,gene with protein product,7q36.1,"GTPases, IMAP",580,23237,7,q,36,1,,,
2700.0,gap junction protein alpha 3,protein-coding gene,gene with protein product,13q12.11,Gap junction proteins,314,4277,13,q,12,11,,,
2705.0,gap junction protein beta 1,protein-coding gene,gene with protein product,Xq13.1,Gap junction proteins,314,4283,13,,13,1,,,
2706.0,gap junction protein beta 2,protein-coding gene,gene with protein product,13q11-q12,Gap junction proteins,314,4284,13,q,11,,q,,
2707.0,gap junction protein beta 3,protein-coding gene,gene with protein product,1p34,Gap junction proteins,314,4285,1,p,34,,,,
127534.0,gap junction protein beta 4,protein-coding gene,gene with protein product,1p35-p34,Gap junction proteins,314,4286,1,p,35,,p,,
2709.0,gap junction protein beta 5,protein-coding gene,gene with protein product,1p34.3,Gap junction proteins,314,4287,1,p,34,3,,,
10804.0,gap junction protein beta 6,protein-coding gene,gene with protein product,13q12,Gap junction proteins,314,4288,13,q,12,,,,
2712.0,glycerol kinase 2,protein-coding gene,gene with protein product,4q13,Glycerol kinases,568,4291,4,q,13,,,,
2717.0,galactosidase alpha,protein-coding gene,gene with protein product,Xq21.3-q22,,,4296,21,,21,3,q,,
2731.0,glycine decarboxylase,protein-coding gene,gene with protein product,9p22,,,4313,9,p,22,,,,
2732.0,glycine dehydrogenase (decarboxylase) pseudogene 1,pseudogene,pseudogene,4q12,,,4314,4,q,12,,,,
2734.0,golgi glycoprotein 1,protein-coding gene,gene with protein product,16q23.1,,,4316,16,q,23,1,,,
2735.0,GLI family zinc finger 1,protein-coding gene,gene with protein product,12q13.3,Zinc fingers C2H2-type,28,4317,12,q,13,3,,,
2736.0,GLI family zinc finger 2,protein-coding gene,gene with protein product,2q14,Zinc fingers C2H2-type,28,4318,2,q,14,,,,
2737.0,GLI family zinc finger 3,protein-coding gene,gene with protein product,7p13,Zinc fingers C2H2-type,28,4319,7,p,13,,,,
2738.0,GLI family zinc finger 4,protein-coding gene,gene with protein product,8q24.3,Zinc fingers C2H2-type,28,4320,8,q,24,3,,,
2739.0,glyoxalase I,protein-coding gene,gene with protein product,6p21.3-p21.1,,,4323,6,p,21,3,p,21,1
2740.0,glucagon like peptide 1 receptor,protein-coding gene,gene with protein product,6p21,Glucagon receptor family,269,4324,6,p,21,,,,
2741.0,glycine receptor alpha 1,protein-coding gene,gene with protein product,5q33.1,Glycine receptors,868,4326,5,q,33,1,,,
2742.0,glycine receptor alpha 2,protein-coding gene,gene with protein product,Xp22.2,Glycine receptors,868,4327,22,,22,2,,,
2743.0,glycine receptor beta,protein-coding gene,gene with protein product,4q31.3,Glycine receptors,868,4329,4,q,31,3,,,
2745.0,glutaredoxin,protein-coding gene,gene with protein product,5q14,,,4330,5,q,14,,,,
360203.0,glycosyltransferase 6 domain containing 1,protein-coding gene,gene with protein product,9q34.3,Glycosyltransferase family 6,429,23671,9,q,34,3,,,
29998.0,glioma tumor suppressor candidate region gene 1,protein-coding gene,gene with protein product,19q13.3,,,4332,19,q,13,3,,,
2746.0,glutamate dehydrogenase 1,protein-coding gene,gene with protein product,10q23.2,,,4335,10,q,23,2,,,
2747.0,glutamate dehydrogenase 2,protein-coding gene,gene with protein product,Xq24-q25,,,4336,24,,24,,q,,
346562.0,G protein subunit alpha transducin 3,protein-coding gene,gene with protein product,7q21.11,,,22800,7,q,21,11,,,
54584.0,G protein subunit beta 1 like,protein-coding gene,gene with protein product,22q11.2,WD repeat domain containing,362,4397,22,q,11,2,,,
10020.0,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,protein-coding gene,gene with protein product,9p13.1,,,23657,9,p,13,1,,,
84572.0,N-acetylglucosamine-1-phosphate transferase gamma subunit,protein-coding gene,gene with protein product,16p13.3,MRH domain containing,1233,23026,16,p,13,3,,,
80154.0,golgin A2 pseudogene 10,pseudogene,pseudogene,15q25.2,,,26229,15,q,25,2,,,
9527.0,golgi SNAP receptor complex member 1,protein-coding gene,gene with protein product,17q11,SNAREs,1124,4430,17,q,11,,,,
644138.0,glutamic-oxaloacetic transaminase 2 pseudogene 3,pseudogene,pseudogene,12p13.31,,,4436,12,p,13,31,,,
2811.0,glycoprotein Ib platelet alpha subunit,protein-coding gene,gene with protein product,17p13.2,CD molecules,471,4439,17,p,13,2,,,
2852.0,G protein-coupled estrogen receptor 1,protein-coding gene,gene with protein product,7p22,G protein-coupled estrogen receptor,934,4485,7,p,22,,,,
2845.0,G protein-coupled receptor 22,protein-coding gene,gene with protein product,7q22-q31.1,"G protein-coupled receptors, Class A orphans",262,4477,7,q,22,1,q,31,1
2849.0,G protein-coupled receptor 26,protein-coding gene,gene with protein product,10q26.2-q26.3,"G protein-coupled receptors, Class A orphans",262,4481,10,q,26,2,q,26,3
2850.0,G protein-coupled receptor 27,protein-coding gene,gene with protein product,3p21-p14,"G protein-coupled receptors, Class A orphans",262,4482,3,p,21,,p,,
2853.0,G protein-coupled receptor 31,protein-coding gene,gene with protein product,6q27,"G protein-coupled receptors, Class A orphans",262,4486,6,q,27,,,,
2854.0,G protein-coupled receptor 32,protein-coding gene,gene with protein product,19q13.33,"G protein-coupled receptors, Class A orphans",262,4487,19,q,13,33,,,
2855.0,"G protein-coupled receptor 32, pseudogene 1",pseudogene,pseudogene,19q13.33,,,4488,19,q,13,33,,,
2856.0,G protein-coupled receptor 33 (gene/pseudogene),protein-coding gene,gene with protein product,14q12,"G protein-coupled receptors, Class A orphans",262,4489,14,q,12,,,,
9293.0,G protein-coupled receptor 52,protein-coding gene,gene with protein product,1q24,"G protein-coupled receptors, Class A orphans",262,4508,1,q,24,,,,
9290.0,G protein-coupled receptor 55,protein-coding gene,gene with protein product,2q37,"G protein-coupled receptors, Class A orphans",262,4511,2,q,37,,,,
8111.0,G protein-coupled receptor 68,protein-coding gene,gene with protein product,14q31,"G protein-coupled receptors, Class A orphans",262,4519,14,q,31,,,,
53831.0,G protein-coupled receptor 84,protein-coding gene,gene with protein product,12q13.13,"G protein-coupled receptors, Class A orphans",262,4535,12,q,13,13,,,
54329.0,G protein-coupled receptor 85,protein-coding gene,gene with protein product,7q31,"G protein-coupled receptors, Class A orphans",262,4536,7,q,31,,,,
53836.0,G protein-coupled receptor 87,protein-coding gene,gene with protein product,3q24,"G protein-coupled receptors, Class A orphans",262,4538,3,q,24,,,,
54112.0,G protein-coupled receptor 88,protein-coding gene,gene with protein product,1p21.3,"G protein-coupled receptors, Class A orphans",262,4539,1,p,21,3,,,
1880.0,G protein-coupled receptor 183,protein-coding gene,gene with protein product,13q32.3,"G protein-coupled receptors, Class A orphans",262,3128,13,q,32,3,,,
2873.0,G protein pathway suppressor 1,protein-coding gene,gene with protein product,17q25.3,COP9 signalosome,932,4549,17,q,25,3,,,
2875.0,glutamic-pyruvate transaminase (alanine aminotransferase),protein-coding gene,gene with protein product,8q24.3,,,4552,8,q,24,3,,,
2876.0,glutathione peroxidase 1,protein-coding gene,gene with protein product,3p21.3,,,4553,3,p,21,3,,,
2879.0,glutathione peroxidase 4,protein-coding gene,gene with protein product,19p13.3,,,4556,19,p,13,3,,,
257202.0,glutathione peroxidase 6,protein-coding gene,gene with protein product,6p22.1,,,4558,6,p,22,1,,,
23151.0,GRAM domain containing 4,protein-coding gene,gene with protein product,22q13.31,GRAM domain containing,1146,29113,22,q,13,31,,,
9402.0,GRB2-related adaptor protein 2,protein-coding gene,gene with protein product,22q13.2,SH2 domain containing,741,4563,22,q,13,2,,,
2885.0,growth factor receptor bound protein 2,protein-coding gene,gene with protein product,17q24-q25,SH2 domain containing,741,4566,17,q,24,,q,,
2886.0,growth factor receptor bound protein 7,protein-coding gene,gene with protein product,17q12,Pleckstrin homology domain containing|SH2 domain containing,682|741,4567,17,q,12,,,,
2888.0,growth factor receptor bound protein 14,protein-coding gene,gene with protein product,2q22-q24,Pleckstrin homology domain containing|SH2 domain containing,682|741,4565,2,q,22,,q,,
79977.0,grainyhead like transcription factor 2,protein-coding gene,gene with protein product,8q22.3,,,2799,8,q,22,3,,,
57822.0,grainyhead like transcription factor 3,protein-coding gene,gene with protein product,1p36,,,25839,1,p,36,,,,
9380.0,glyoxylate reductase/hydroxypyruvate reductase,protein-coding gene,gene with protein product,9q12,,,4570,9,q,12,,,,
2890.0,glutamate ionotropic receptor AMPA type subunit 1,protein-coding gene,gene with protein product,5q33,Glutamate ionotropic receptor AMPA type subunits,1200,4571,5,q,33,,,,
2891.0,glutamate ionotropic receptor AMPA type subunit 2,protein-coding gene,gene with protein product,4q32.1,Glutamate ionotropic receptor AMPA type subunits,1200,4572,4,q,32,1,,,
2892.0,glutamate ionotropic receptor AMPA type subunit 3,protein-coding gene,gene with protein product,Xq25,X-linked mental retardation|Glutamate ionotropic receptor AMPA type subunits,103|1200,4573,25,,25,,,,
2893.0,glutamate ionotropic receptor AMPA type subunit 4,protein-coding gene,gene with protein product,11q22,Glutamate ionotropic receptor AMPA type subunits,1200,4574,11,q,22,,,,
2895.0,glutamate ionotropic receptor delta type subunit 2,protein-coding gene,gene with protein product,4q22,Glutamate ionotropic receptor delta type subunits,1202,4576,4,q,22,,,,
402635.0,galectin-related inter-fiber protein,protein-coding gene,gene with protein product,7p22.3,,,4577,7,p,22,3,,,
2900.0,glutamate ionotropic receptor kainate type subunit 4,protein-coding gene,gene with protein product,11q23.3,Glutamate ionotropic receptor kainate type subunits,1199,4582,11,q,23,3,,,
2901.0,glutamate ionotropic receptor kainate type subunit 5,protein-coding gene,gene with protein product,19q13.2,Glutamate ionotropic receptor kainate type subunits,1199,4583,19,q,13,2,,,
2902.0,glutamate ionotropic receptor NMDA type subunit 1,protein-coding gene,gene with protein product,9q34.3,Glutamate ionotropic receptor NMDA type subunits,1201,4584,9,q,34,3,,,
2903.0,glutamate ionotropic receptor NMDA type subunit 2A,protein-coding gene,gene with protein product,16p13.2,Glutamate ionotropic receptor NMDA type subunits,1201,4585,16,p,13,2,,,
2906.0,glutamate ionotropic receptor NMDA type subunit 2D,protein-coding gene,gene with protein product,19q13.33,Glutamate ionotropic receptor NMDA type subunits,1201,4588,19,q,13,33,,,
2907.0,glutamate ionotropic receptor NMDA type subunit associated protein 1,protein-coding gene,gene with protein product,8q24.3,Transmembrane BAX inhibitor motif containing,1215,4589,8,q,24,3,,,
6011.0,G protein-coupled receptor kinase 1,protein-coding gene,gene with protein product,13q34,,,10013,13,q,34,,,,
2868.0,G protein-coupled receptor kinase 4,protein-coding gene,gene with protein product,4p16.3,,,4543,4,p,16,3,,,
2869.0,G protein-coupled receptor kinase 5,protein-coding gene,gene with protein product,10q26.11,,,4544,10,q,26,11,,,
2871.0,G protein-coupled receptor kinase 6 pseudogene 1,pseudogene,pseudogene,13q12.11,,,4547,13,q,12,11,,,
2912.0,glutamate metabotropic receptor 2,protein-coding gene,gene with protein product,3p21.2,Glutamate metabotropic receptors,281,4594,3,p,21,2,,,
2913.0,glutamate metabotropic receptor 3,protein-coding gene,gene with protein product,7q21.1-q21.2,Glutamate metabotropic receptors,281,4595,7,q,21,1,q,21,2
2916.0,glutamate metabotropic receptor 6,protein-coding gene,gene with protein product,5q35,Glutamate metabotropic receptors,281,4598,5,q,35,,,,
2917.0,glutamate metabotropic receptor 7,protein-coding gene,gene with protein product,3p26-p25,Glutamate metabotropic receptors|Protein phosphatase 1 regulatory subunits,281|694,4599,3,p,26,,p,,
2918.0,glutamate metabotropic receptor 8,protein-coding gene,gene with protein product,7q31.3-q32.1,Glutamate metabotropic receptors,281,4600,7,q,31,3,q,32,1
2896.0,granulin,protein-coding gene,gene with protein product,17q21.32,,,4601,17,q,21,32,,,
2925.0,gastrin releasing peptide receptor,protein-coding gene,gene with protein product,Xp22.2,Bombesin receptors,222,4609,22,,22,2,,,
2926.0,G-rich RNA sequence binding factor 1,protein-coding gene,gene with protein product,4q13,RNA binding motif containing,725,4610,4,q,13,,,,
2928.0,goosecoid homeobox 2,protein-coding gene,gene with protein product,22q11.21,PRD class homeoboxes and pseudogenes,521,4613,22,q,11,21,,,
2931.0,glycogen synthase kinase 3 alpha,protein-coding gene,gene with protein product,19q13,,,4616,19,q,13,,,,
2937.0,glutathione synthetase,protein-coding gene,gene with protein product,20q11.2,,,4624,20,q,11,2,,,
2939.0,glutathione S-transferase alpha 2,protein-coding gene,gene with protein product,6p12.2,Glutathione S-transferases,567,4627,6,p,12,2,,,
2940.0,glutathione S-transferase alpha 3,protein-coding gene,gene with protein product,6p12.2,Glutathione S-transferases,567,4628,6,p,12,2,,,
2941.0,glutathione S-transferase alpha 4,protein-coding gene,gene with protein product,6p12.2,Glutathione S-transferases,567,4629,6,p,12,2,,,
2946.0,glutathione S-transferase mu 2 (muscle),protein-coding gene,gene with protein product,1p13.3,Glutathione S-transferases,567,4634,1,p,13,3,,,
2947.0,glutathione S-transferase mu 3 (brain),protein-coding gene,gene with protein product,1p13.3,Glutathione S-transferases,567,4635,1,p,13,3,,,
100505557.0,glutathione S-transferase mu 5 pseudogene 1,pseudogene,pseudogene,3p25.2,,,4633,3,p,25,2,,,
119391.0,glutathione S-transferase omega 2,protein-coding gene,gene with protein product,10q25.1,Glutathione S-transferases,567,23064,10,q,25,1,,,
2950.0,glutathione S-transferase pi 1,protein-coding gene,gene with protein product,11q13.2,Glutathione S-transferases,567,4638,11,q,13,2,,,
2953.0,glutathione S-transferase theta 2 (gene/pseudogene),protein-coding gene,gene with protein product,22q11.23,Glutathione S-transferases,567,4642,22,q,11,23,,,
2957.0,general transcription factor IIA 1,protein-coding gene,gene with protein product,14q31,General transcription factors,565,4646,14,q,31,,,,
2958.0,general transcription factor IIA 2,protein-coding gene,gene with protein product,15q21.3,General transcription factors,565,4647,15,q,21,3,,,
2960.0,general transcription factor IIE subunit 1,protein-coding gene,gene with protein product,3q21-q24,General transcription factors,565,4650,3,q,21,,q,,
2961.0,general transcription factor IIE subunit 2,protein-coding gene,gene with protein product,8p12,General transcription factors,565,4651,8,p,12,,,,
2964.0,general transcription factor IIF subunit 2 pseudogene 1,pseudogene,pseudogene,4q31.22,,,4654,4,q,31,22,,,
2970.0,general transcription factor IIi pseudogene 1,pseudogene,pseudogene,7q11.23,,,4660,7,q,11,23,,,
101927126.0,general transcription factor IIi pseudogene 7,pseudogene,pseudogene,7q11.23,,,51720,7,q,11,23,,,
101927717.0,general transcription factor IIi pseudogene 8,pseudogene,pseudogene,18p11.21,,,51719,18,p,11,21,,,
101929008.0,general transcription factor IIi pseudogene 13,pseudogene,pseudogene,7p12.3,,,51725,7,p,12,3,,,
2975.0,general transcription factor IIIC subunit 1,protein-coding gene,gene with protein product,16p12,General transcription factors,565,4664,16,p,12,,,,
9567.0,GTP binding protein 1,protein-coding gene,gene with protein product,22q13.1,,,4669,22,q,13,1,,,
9626.0,guanylate cyclase activator 1C,protein-coding gene,gene with protein product,3q13.1,EF-hand domain containing,863,4680,3,q,13,1,,,
2981.0,guanylate cyclase activator 2B,protein-coding gene,gene with protein product,1p34-p33,Endogenous ligands,542,4683,1,p,34,,p,,
2977.0,"guanylate cyclase 1, soluble, alpha 2",protein-coding gene,gene with protein product,11q21-q22,"Guanylate cyclases, soluble",820,4684,11,q,21,,q,,
2982.0,"guanylate cyclase 1, soluble, alpha 3",protein-coding gene,gene with protein product,4q32.1,"Guanylate cyclases, soluble",820,4685,4,q,32,1,,,
2984.0,guanylate cyclase 2C,protein-coding gene,gene with protein product,12p12,Guanylate cyclase receptors,343,4688,12,p,12,,,,
3000.0,"guanylate cyclase 2D, retinal",protein-coding gene,gene with protein product,17p13.1,Guanylate cyclase receptors,343,4689,17,p,13,1,,,
390226.0,"guanylate cyclase 2E, pseudogene",pseudogene,pseudogene,11q13.5,Guanylate cyclase receptors,343,4690,11,q,13,5,,,
2986.0,"guanylate cyclase 2F, retinal",protein-coding gene,gene with protein product,Xq22,Guanylate cyclase receptors,343,4691,22,,22,,,,
2989.0,"gulonolactone (L-) oxidase, pseudogene",pseudogene,pseudogene,8p21.1,,,4695,8,p,21,1,,,
387751.0,"GTPase, very large interferon inducible pseudogene 1",pseudogene,pseudogene,11p15.4,,,25813,11,p,15,4,,,
2994.0,glycophorin B (MNS blood group),protein-coding gene,gene with protein product,4q31.21,Blood group antigens|CD molecules,454|471,4703,4,q,31,21,,,
2995.0,glycophorin C (Gerbich blood group),protein-coding gene,gene with protein product,2q14-q21,Blood group antigens|CD molecules,454|471,4704,2,q,14,,q,,
2996.0,glycophorin E (MNS blood group),protein-coding gene,gene with protein product,4q31.21,Blood group antigens,454,4705,4,q,31,21,,,
3002.0,granzyme B,protein-coding gene,gene with protein product,14q11.2,,,4709,14,q,11,2,,,
3005.0,H1 histone family member 0,protein-coding gene,gene with protein product,22q13.1,Histones,864,4714,22,q,13,1,,,
8971.0,H1 histone family member X,protein-coding gene,gene with protein product,3q21.3,Histones,864,4722,3,q,21,3,,,
3014.0,H2A histone family member X,protein-coding gene,gene with protein product,11q23.3,Histones,864,4739,11,q,23,3,,,
3015.0,H2A histone family member Z,protein-coding gene,gene with protein product,4q23,Histones,864,4741,4,q,23,,,,
9563.0,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,protein-coding gene,gene with protein product,1p36,,,4795,1,p,36,,,,
283120.0,"H19, imprinted maternally expressed transcript (non-protein coding)",non-coding RNA,"RNA, long non-coding",11p15.5,Long non-coding RNAs,788,4713,11,p,15,5,,,
23498.0,"3-hydroxyanthranilate 3,4-dioxygenase",protein-coding gene,gene with protein product,2p,,,4796,2,p,,,,,
9200.0,3-hydroxyacyl-CoA dehydratase 1,protein-coding gene,gene with protein product,10p12.33,,,9639,10,p,12,33,,,
3032.0,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit",protein-coding gene,gene with protein product,2p23,,,4803,2,p,23,,,,
9464.0,heart and neural crest derivatives expressed 2,protein-coding gene,gene with protein product,4q34.1,Basic helix-loop-helix proteins,420,4808,4,q,34,1,,,
51179.0,hydroxyacid oxidase 2,protein-coding gene,gene with protein product,1p12,,,4810,1,p,12,,,,
3040.0,hemoglobin subunit alpha 2,protein-coding gene,gene with protein product,16p13.3,Hemoglobin subunits,940,4824,16,p,13,3,,,
3045.0,hemoglobin subunit delta,protein-coding gene,gene with protein product,11p15.5,Hemoglobin subunits,940,4829,11,p,15,5,,,
3046.0,hemoglobin subunit epsilon 1,protein-coding gene,gene with protein product,11p15.5,Hemoglobin subunits,940,4830,11,p,15,5,,,
1839.0,heparin binding EGF like growth factor,protein-coding gene,gene with protein product,5q23,,,3059,5,q,23,,,,
3047.0,hemoglobin subunit gamma 1,protein-coding gene,gene with protein product,11p15.5,Hemoglobin subunits,940,4831,11,p,15,5,,,
3042.0,hemoglobin subunit mu,protein-coding gene,gene with protein product,16p13.3,Hemoglobin subunits,940,4826,16,p,13,3,,,
3050.0,hemoglobin subunit zeta,protein-coding gene,gene with protein product,16p13.3,Hemoglobin subunits,940,4835,16,p,13,3,,,
80868.0,HLA complex group 4B (non-protein coding),non-coding RNA,"RNA, long non-coding",6p22.1,,,22919,6,p,22,1,,,
353003.0,HLA complex group 4 pseudogene 5,pseudogene,pseudogene,6p21.3,,,22925,6,p,21,3,,,
353004.0,HLA complex group 4 pseudogene 7,pseudogene,pseudogene,6p21.3,,,22926,6,p,21,3,,,
414768.0,HLA complex group 24 (non-protein coding),non-coding RNA,"RNA, long non-coding",6p21,,,23500,6,p,21,,,,
610.0,hyperpolarization activated cyclic nucleotide gated potassium channel 2,protein-coding gene,gene with protein product,19p13,Cyclic nucleotide gated channels,250,4846,19,p,13,,,,
3062.0,hypocretin receptor 2,protein-coding gene,gene with protein product,6p12.1,Hypocretin receptors,228,4849,6,p,12,1,,,
3065.0,histone deacetylase 1,protein-coding gene,gene with protein product,1p34,"Histone deacetylases, class I|EMSY complex",989|1243,4852,1,p,34,,,,
3066.0,histone deacetylase 2,protein-coding gene,gene with protein product,6q21,"Histone deacetylases, class I|EMSY complex",989|1243,4853,6,q,21,,,,
8841.0,histone deacetylase 3,protein-coding gene,gene with protein product,5q31.1-q31.2,"Histone deacetylases, class I",989,4854,5,q,31,1,q,31,2
3067.0,histidine decarboxylase,protein-coding gene,gene with protein product,15q21.2,,,4855,15,q,21,2,,,
3068.0,hepatoma-derived growth factor,protein-coding gene,gene with protein product,1q23.1,PWWP domain containing,1147,4856,1,q,23,1,,,
8925.0,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,protein-coding gene,gene with protein product,15q22,WD repeat domain containing,362,4867,15,q,22,,,,
8924.0,HECT and RLD domain containing E3 ubiquitin protein ligase 2,protein-coding gene,gene with protein product,15q13,Zinc fingers ZZ-type,91,4868,15,q,13,,,,
3280.0,hes family bHLH transcription factor 1,protein-coding gene,gene with protein product,3q28-q29,Basic helix-loop-helix proteins,420,5192,3,q,28,,q,,
3073.0,hexosaminidase subunit alpha,protein-coding gene,gene with protein product,15q24.1,,,4878,15,q,24,1,,,
3074.0,hexosaminidase subunit beta,protein-coding gene,gene with protein product,5q13.3,,,4879,5,q,13,3,,,
23462.0,hes related family bHLH transcription factor with YRPW motif 1,protein-coding gene,gene with protein product,8q21.13,Basic helix-loop-helix proteins,420,4880,8,q,21,13,,,
23493.0,hes related family bHLH transcription factor with YRPW motif 2,protein-coding gene,gene with protein product,6q,Basic helix-loop-helix proteins,420,4881,6,q,,,,,
3077.0,hemochromatosis,protein-coding gene,gene with protein product,6p21.3,C1-set domain containing,591,4886,6,p,21,3,,,
148738.0,hemochromatosis type 2 (juvenile),protein-coding gene,gene with protein product,1q21.2,,,4887,1,q,21,2,,,
3082.0,hepatocyte growth factor,protein-coding gene,gene with protein product,7q21.1,,,4893,7,q,21,1,,,
9146.0,hepatocyte growth factor-regulated tyrosine kinase substrate,protein-coding gene,gene with protein product,17q25,Zinc fingers FYVE-type|ESCRT-0,81|1115,4897,17,q,25,,,,
3087.0,hematopoietically expressed homeobox,protein-coding gene,gene with protein product,10q23.33,NKL subclass homeoboxes and pseudogenes,519,4901,10,q,23,33,,,
79802.0,HHIP like 2,protein-coding gene,gene with protein product,1q41,,,25842,1,q,41,,,,
10086.0,HERV-H LTR-associating 1,protein-coding gene,gene with protein product,8q24,,,4904,8,q,24,,,,
11148.0,HERV-H LTR-associating 2,protein-coding gene,gene with protein product,3q13.13,V-set domain containing|C1-set domain containing,590|591,4905,3,q,13,13,,,
11112.0,3-hydroxyisobutyrate dehydrogenase,protein-coding gene,gene with protein product,7p15,,,4907,7,p,15,,,,
26275.0,3-hydroxyisobutyryl-CoA hydrolase,protein-coding gene,gene with protein product,2q32.3,,,4908,2,q,32,3,,,
3090.0,hypermethylated in cancer 1,protein-coding gene,gene with protein product,17p13.3,Zinc fingers C2H2-type|BTB domain containing,28|861,4909,17,p,13,3,,,
102723641.0,HID1 antisense RNA 1,non-coding RNA,"RNA, long non-coding",17q25.1,,,51181,17,q,25,1,,,
3092.0,huntingtin interacting protein 1,protein-coding gene,gene with protein product,7q11.23,,,4913,7,q,11,23,,,
10114.0,homeodomain interacting protein kinase 3,protein-coding gene,gene with protein product,11p13,,,4915,11,p,13,,,,
7290.0,histone cell cycle regulator,protein-coding gene,gene with protein product,22q11.2,WD repeat domain containing,362,4916,22,q,11,2,,,
3024.0,"histone cluster 1, H1a",protein-coding gene,gene with protein product,6p22.1,Histones,864,4715,6,p,22,1,,,
3009.0,"histone cluster 1, H1b",protein-coding gene,gene with protein product,6p22.1,Histones,864,4719,6,p,22,1,,,
3010.0,"histone cluster 1, H1t",protein-coding gene,gene with protein product,6p22.1,Histones,864,4720,6,p,22,1,,,
8335.0,"histone cluster 1, H2ab",protein-coding gene,gene with protein product,6p22.2,Histones,864,4734,6,p,22,2,,,
3013.0,"histone cluster 1, H2ad",protein-coding gene,gene with protein product,6p22.1,Histones,864,4729,6,p,22,1,,,
3012.0,"histone cluster 1, H2ae",protein-coding gene,gene with protein product,6p22.2,Histones,864,4724,6,p,22,2,,,
8330.0,"histone cluster 1, H2ak",protein-coding gene,gene with protein product,6p22.1,Histones,864,4726,6,p,22,1,,,
8336.0,"histone cluster 1, H2am",protein-coding gene,gene with protein product,6p22.1,Histones,864,4735,6,p,22,1,,,
3018.0,"histone cluster 1, H2bb",protein-coding gene,gene with protein product,6p22.2,Histones,864,4751,6,p,22,2,,,
3017.0,"histone cluster 1, H2bd",protein-coding gene,gene with protein product,6p22.1,Histones,864,4747,6,p,22,1,,,
8348.0,"histone cluster 1, H2bo",protein-coding gene,gene with protein product,6p22.1,Histones,864,4758,6,p,22,1,,,
8968.0,"histone cluster 1, H3f",protein-coding gene,gene with protein product,6p22.2,Histones,864,4773,6,p,22,2,,,
8357.0,"histone cluster 1, H3h",protein-coding gene,gene with protein product,6p22.1,Histones,864,4775,6,p,22,1,,,
8354.0,"histone cluster 1, H3i",protein-coding gene,gene with protein product,6p22.1,Histones,864,4771,6,p,22,1,,,
8356.0,"histone cluster 1, H3j",protein-coding gene,gene with protein product,6p22.1,Histones,864,4774,6,p,22,1,,,
